index,Llamadas_Inbound,Llamadas_Outbound,Total_Llamadas,outbound_share,days_active,inbound_total,missed_rate,Tiempo_Espera_Promedio,Promedio_Outbound_Diario,Rol_Operador,Indicador_Ineficiencia,Duracion_Llamada_Promedio,user_id,Plan_Tarifario
869,0,2835,2835,1.0,20.0,0.0,,16.772134038800704,141.75,Outbound,Eficaz,618.0263157894736,168018,B
870,0,3813,3813,1.0,19.0,0.0,,20.120115394702335,200.68421052631578,Outbound,Eficaz,1308.4864864864865,168018,B
871,1,0,1,0.0,1.0,1.0,0.0,3.0,0.0,Inbound,Eficaz,5.0,167275,B
872,1,0,1,0.0,1.0,1.0,0.0,8.0,0.0,Inbound,Eficaz,95.0,167275,B
873,1,1,2,0.5,1.0,1.0,0.0,3.5,1.0,Mixed,Ineficaz,87.5,168187,A
874,0,13,13,1.0,2.0,0.0,,0.0,6.5,Outbound,Eficaz,0.0,168291,B
875,1,0,1,0.0,1.0,1.0,0.0,25.0,0.0,Inbound,Eficaz,18.0,166548,B
876,44,27,71,0.38028169014084506,11.0,44.0,0.0,6.563380281690141,2.4545454545454546,Mixed,Ineficaz,236.0,167969,B
877,32,0,32,0.0,11.0,32.0,0.0,14.4375,0.0,Inbound,Eficaz,105.9090909090909,167521,B
878,3,5,8,0.625,3.0,3.0,0.0,5.375,1.6666666666666667,Mixed,Ineficaz,29.75,168008,C
879,35,645,680,0.9485294117647058,17.0,35.0,0.08571428571428572,11.641176470588235,37.94117647058823,Outbound,Eficaz,778.171875,168336,C
880,1,0,1,0.0,1.0,1.0,0.0,10.0,0.0,Inbound,Eficaz,21.0,168336,C
881,0,5,5,1.0,2.0,0.0,,11.0,2.5,Outbound,Ineficaz,54.75,166520,C
882,0,166,166,1.0,19.0,0.0,,13.060240963855422,8.736842105263158,Outbound,Eficaz,154.425,168062,A
883,0,803,803,1.0,14.0,0.0,,14.648816936488169,57.357142857142854,Outbound,Eficaz,773.8333333333334,168062,A
884,0,1,1,1.0,1.0,0.0,,16.0,1.0,Outbound,Ineficaz,56.0,168062,A
885,0,412,412,1.0,17.0,0.0,,16.75,24.235294117647058,Outbound,Eficaz,221.85,168062,A
886,0,303,303,1.0,14.0,0.0,,17.214521452145213,21.642857142857142,Outbound,Eficaz,153.4848484848485,168062,A
887,1,912,913,0.9989047097480832,20.0,1.0,0.0,19.331872946330776,45.6,Outbound,Eficaz,813.304347826087,168062,A
888,2,19,21,0.9047619047619048,7.0,2.0,0.0,11.285714285714286,2.7142857142857144,Outbound,Ineficaz,191.0,168062,A
889,1,107,108,0.9907407407407407,18.0,1.0,0.0,14.064814814814815,5.944444444444445,Outbound,Eficaz,249.75675675675674,168062,A
890,0,995,995,1.0,17.0,0.0,,13.209045226130653,58.529411764705884,Outbound,Eficaz,348.275,168062,A
891,0,1967,1967,1.0,20.0,0.0,,16.61514997458058,98.35,Outbound,Eficaz,712.6521739130435,168062,A
892,0,1076,1076,1.0,15.0,0.0,,16.764869888475836,71.73333333333333,Outbound,Eficaz,733.7297297297297,168062,A
893,0,1158,1158,1.0,19.0,0.0,,17.082901554404145,60.94736842105263,Outbound,Eficaz,411.25531914893617,168062,A
894,0,102,102,1.0,5.0,0.0,,18.5,20.4,Outbound,Eficaz,315.1,168062,A
895,2,1165,1167,0.998286203941731,18.0,2.0,0.0,15.078834618680377,64.72222222222223,Outbound,Eficaz,416.6046511627907,168062,A
896,0,418,418,1.0,12.0,0.0,,15.866028708133971,34.833333333333336,Outbound,Eficaz,379.3703703703704,168062,A
897,1,901,902,0.9988913525498891,17.0,1.0,0.0,19.26940133037694,53.0,Outbound,Eficaz,241.35714285714286,168062,A
898,0,446,446,1.0,19.0,0.0,,16.37443946188341,23.473684210526315,Outbound,Eficaz,367.46666666666664,168062,A
899,0,1893,1893,1.0,15.0,0.0,,21.386159535129423,126.2,Outbound,Eficaz,970.1428571428571,168062,A
900,0,2813,2813,1.0,18.0,0.0,,18.11517952364024,156.27777777777777,Outbound,Eficaz,1314.1951219512196,168062,A
901,0,1603,1603,1.0,19.0,0.0,,19.40736119775421,84.36842105263158,Outbound,Eficaz,1212.7333333333333,168062,A
902,0,515,515,1.0,14.0,0.0,,22.166990291262135,36.785714285714285,Outbound,Eficaz,371.28125,168062,A
903,0,2257,2257,1.0,16.0,0.0,,22.79441736818786,141.0625,Outbound,Eficaz,1340.6,168062,A
904,0,2668,2668,1.0,19.0,0.0,,18.296101949025488,140.42105263157896,Outbound,Eficaz,836.3877551020408,168062,A
905,11,29,40,0.725,8.0,11.0,0.0,19.125,3.625,Outbound,Eficaz,97.5,168193,A
906,12,33,45,0.7333333333333333,8.0,12.0,0.0,11.733333333333333,4.125,Outbound,Eficaz,105.64285714285714,168193,A
907,0,9,9,1.0,1.0,0.0,,8.666666666666666,9.0,Outbound,Eficaz,163.5,168193,A
908,24,9,33,0.2727272727272727,4.0,24.0,0.0,10.969696969696969,2.25,Inbound,Eficaz,125.875,168193,A
909,2,3,5,0.6,3.0,2.0,0.0,15.4,1.0,Mixed,Ineficaz,97.33333333333333,168193,A
910,111,452,563,0.8028419182948491,28.0,111.0,0.0,18.39076376554174,16.142857142857142,Outbound,Eficaz,391.29333333333335,168416,C
911,1,0,1,0.0,1.0,1.0,0.0,1.0,0.0,Inbound,Eficaz,60.0,168187,A
912,4,0,4,0.0,4.0,4.0,0.0,26.75,0.0,Inbound,Eficaz,18.0,168187,A
913,319,0,319,0.0,29.0,319.0,0.047021943573667714,15.68652037617555,0.0,Inbound,Eficaz,475.64864864864865,168187,A
914,22,0,22,0.0,9.0,22.0,0.045454545454545456,13.454545454545455,0.0,Inbound,Eficaz,143.6,168187,A
915,4,0,4,0.0,4.0,4.0,0.0,5.5,0.0,Inbound,Eficaz,41.25,168008,C
916,1,170,171,0.9941520467836257,13.0,1.0,1.0,8.894736842105264,13.076923076923077,Outbound,Eficaz,488.0833333333333,168336,C
917,18,518,536,0.9664179104477612,15.0,18.0,0.05555555555555555,12.41044776119403,34.53333333333333,Outbound,Eficaz,895.1489361702128,168336,C
918,3,0,3,0.0,2.0,3.0,0.0,13.333333333333334,0.0,Inbound,Eficaz,150.0,168303,C
919,5,1,6,0.16666666666666666,4.0,5.0,0.0,2.0,0.25,Inbound,Eficaz,191.4,167238,C
920,0,86,86,1.0,17.0,0.0,,16.302325581395348,5.0588235294117645,Outbound,Eficaz,897.3571428571429,166680,B
921,1,0,1,0.0,1.0,1.0,0.0,13.0,0.0,Inbound,Eficaz,25.0,168464,C
922,9,0,9,0.0,8.0,9.0,0.0,12.222222222222221,0.0,Inbound,Eficaz,14.75,168464,C
923,1,0,1,0.0,1.0,1.0,0.0,9.0,0.0,Inbound,Eficaz,184.0,167139,C
924,1,53,54,0.9814814814814815,11.0,1.0,0.0,18.074074074074073,4.818181818181818,Outbound,Eficaz,207.54166666666666,167497,A
925,6,3,9,0.3333333333333333,5.0,6.0,0.0,13.11111111111111,0.6,Mixed,Ineficaz,44.0,168048,A
926,4,816,820,0.9951219512195122,9.0,4.0,0.0,22.178048780487806,90.66666666666667,Outbound,Eficaz,1726.7272727272727,168252,A
927,3,34,37,0.918918918918919,5.0,3.0,0.0,13.135135135135135,6.8,Outbound,Eficaz,93.45454545454545,168193,A
928,4,0,4,0.0,4.0,4.0,0.0,32.5,0.0,Inbound,Eficaz,64.5,168105,B
929,92,8,100,0.08,13.0,92.0,0.0,8.18,0.6153846153846154,Inbound,Eficaz,477.7647058823529,167958,C
930,1,20,21,0.9523809523809523,6.0,1.0,0.0,29.80952380952381,3.3333333333333335,Outbound,Ineficaz,144.36363636363637,167451,B
931,8,5,13,0.38461538461538464,8.0,8.0,0.0,21.846153846153847,0.625,Mixed,Ineficaz,106.375,166939,C
932,0,30,30,1.0,10.0,0.0,,5.033333333333333,3.0,Outbound,Ineficaz,130.3846153846154,167923,C
933,27,0,27,0.0,15.0,27.0,0.037037037037037035,14.814814814814815,0.0,Inbound,Eficaz,227.4375,168264,C
934,28,157,185,0.8486486486486486,20.0,28.0,0.0,11.989189189189188,7.85,Outbound,Eficaz,336.1186440677966,168062,A
935,40,197,237,0.8312236286919831,20.0,40.0,0.0,14.856540084388186,9.85,Outbound,Eficaz,315.07272727272726,168062,A
936,336,146,482,0.3029045643153527,19.0,336.0,0.0625,16.566390041493776,7.684210526315789,Mixed,Eficaz,505.73333333333335,168062,A
937,15,0,15,0.0,11.0,15.0,0.0,14.6,0.0,Inbound,Eficaz,94.0909090909091,167742,C
938,5,0,5,0.0,3.0,5.0,0.0,14.0,0.0,Inbound,Eficaz,89.0,168522,C
939,0,161,161,1.0,2.0,0.0,,18.1055900621118,80.5,Outbound,Eficaz,1181.5,167112,C
940,1,10,11,0.9090909090909091,3.0,1.0,0.0,18.818181818181817,3.3333333333333335,Outbound,Ineficaz,42.5,167112,C
941,1,612,613,0.99836867862969,9.0,1.0,0.0,15.378466557911908,68.0,Outbound,Eficaz,1327.2941176470588,168466,C
942,0,354,354,1.0,5.0,0.0,,16.152542372881356,70.8,Outbound,Eficaz,1366.888888888889,168466,C
943,7,0,7,0.0,5.0,7.0,0.0,14.428571428571429,0.0,Inbound,Eficaz,63.4,168583,B
944,2,2,4,0.5,3.0,2.0,0.0,15.0,0.6666666666666666,Mixed,Ineficaz,22.5,168500,B
945,2,0,2,0.0,1.0,2.0,0.0,40.5,0.0,Inbound,Eficaz,451.0,168221,C
946,0,1496,1496,1.0,18.0,0.0,,19.95120320855615,83.11111111111111,Outbound,Eficaz,957.9090909090909,168062,A
947,0,1556,1556,1.0,15.0,0.0,,20.069408740359897,103.73333333333333,Outbound,Eficaz,1191.4594594594594,168412,C
948,0,177,177,1.0,12.0,0.0,,18.847457627118644,14.75,Outbound,Eficaz,370.6521739130435,168412,C
949,8,1,9,0.1111111111111111,6.0,8.0,0.0,20.11111111111111,0.16666666666666666,Inbound,Eficaz,75.0,168412,C
950,0,88,88,1.0,1.0,0.0,,16.09090909090909,88.0,Outbound,Eficaz,366.0,168412,C
951,0,1127,1127,1.0,13.0,0.0,,17.960958296362023,86.6923076923077,Outbound,Eficaz,872.2432432432432,168412,C
952,4,38,42,0.9047619047619048,13.0,4.0,0.0,10.928571428571429,2.923076923076923,Outbound,Ineficaz,120.84,167471,C
953,1,0,1,0.0,1.0,1.0,0.0,15.0,0.0,Inbound,Eficaz,56.0,168366,C
954,1,0,1,0.0,1.0,1.0,0.0,30.0,0.0,Inbound,Eficaz,91.0,168366,C
955,409,0,409,0.0,19.0,409.0,0.0,1.1051344743276283,0.0,Inbound,Eficaz,5908.526315789473,168315,B
956,78,580,658,0.8814589665653495,19.0,78.0,0.0,14.188449848024316,30.526315789473685,Outbound,Eficaz,656.5102040816327,168601,C
957,1,7,8,0.875,4.0,1.0,0.0,25.0,1.75,Outbound,Ineficaz,101.4,168601,C
958,3542,1178,4720,0.24957627118644068,26.0,3542.0,0.002258610954263128,4.569915254237288,45.30769230769231,Inbound,Eficaz,4910.729166666667,168253,A
959,2,0,2,0.0,2.0,2.0,0.0,1.0,0.0,Inbound,Eficaz,7.5,168253,A
960,2,1,3,0.3333333333333333,2.0,2.0,0.0,4.333333333333333,0.5,Mixed,Ineficaz,10.0,167840,B
961,8,0,8,0.0,6.0,8.0,0.0,0.875,0.0,Inbound,Eficaz,65.16666666666667,168190,C
962,0,10,10,1.0,1.0,0.0,,4.5,10.0,Outbound,Eficaz,97.5,168073,C
963,0,59,59,1.0,4.0,0.0,,19.694915254237287,14.75,Outbound,Eficaz,749.8333333333334,168412,C
964,0,7,7,1.0,4.0,0.0,,0.5714285714285714,1.75,Outbound,Ineficaz,2.1666666666666665,168412,C
965,0,684,684,1.0,10.0,0.0,,17.823099415204677,68.4,Outbound,Eficaz,2250.233333333333,168412,C
966,52,317,369,0.8590785907859079,18.0,52.0,0.019230769230769232,14.10840108401084,17.61111111111111,Outbound,Eficaz,436.47727272727275,168412,C
967,1,0,1,0.0,1.0,1.0,0.0,9.0,0.0,Inbound,Eficaz,17.0,168575,C
968,7,0,7,0.0,3.0,7.0,0.0,13.0,0.0,Inbound,Eficaz,190.66666666666666,168575,C
969,31,1,32,0.03125,2.0,31.0,0.0,2.25,0.5,Inbound,Eficaz,158.5,167599,C
970,0,1,1,1.0,1.0,0.0,,3.0,1.0,Outbound,Ineficaz,0.0,168073,C
971,10,0,10,0.0,7.0,10.0,0.0,19.7,0.0,Inbound,Eficaz,153.0,167412,C
972,1,1,2,0.5,2.0,1.0,0.0,5.0,0.5,Mixed,Ineficaz,6.0,166813,B
973,0,4,4,1.0,2.0,0.0,,20.25,2.0,Outbound,Ineficaz,8.0,167989,B
974,0,8,8,1.0,2.0,0.0,,16.5,4.0,Outbound,Eficaz,33.6,167989,B
975,0,4,4,1.0,2.0,0.0,,15.25,2.0,Outbound,Ineficaz,24.333333333333332,167989,B
976,7,0,7,0.0,6.0,7.0,0.0,6.571428571428571,0.0,Inbound,Eficaz,67.33333333333333,166813,B
977,0,385,385,1.0,8.0,0.0,,20.74805194805195,48.125,Outbound,Eficaz,1083.8125,166680,B
978,462,837,1299,0.6443418013856813,20.0,462.0,0.006493506493506494,16.077752117013087,41.85,Mixed,Eficaz,1060.8412698412699,168271,C
979,223,69,292,0.2363013698630137,17.0,223.0,0.004484304932735426,19.92808219178082,4.0588235294117645,Inbound,Eficaz,554.25,166939,C
980,37,0,37,0.0,11.0,37.0,0.0,9.08108108108108,0.0,Inbound,Eficaz,248.8181818181818,168579,B
981,38,34,72,0.4722222222222222,12.0,38.0,0.02631578947368421,13.416666666666666,2.8333333333333335,Mixed,Ineficaz,143.11111111111111,167742,C
982,0,2,2,1.0,1.0,0.0,,0.0,2.0,Outbound,Ineficaz,0.0,166939,C
983,0,14,14,1.0,7.0,0.0,,4.928571428571429,2.0,Outbound,Ineficaz,16.444444444444443,166939,C
984,0,1,1,1.0,1.0,0.0,,6.0,1.0,Outbound,Ineficaz,8.0,166939,C
985,0,26,26,1.0,10.0,0.0,,5.538461538461538,2.6,Outbound,Ineficaz,77.83333333333333,166939,C
986,0,2,2,1.0,1.0,0.0,,8.0,2.0,Outbound,Ineficaz,6.0,166939,C
987,2,3,5,0.6,3.0,2.0,0.0,19.6,1.0,Mixed,Ineficaz,27.0,167742,C
988,1,0,1,0.0,1.0,1.0,0.0,23.0,0.0,Inbound,Eficaz,120.0,166658,B
989,0,9,9,1.0,5.0,0.0,,16.0,1.8,Outbound,Ineficaz,25.666666666666668,166813,B
990,5,0,5,0.0,3.0,5.0,0.0,50.4,0.0,Inbound,Ineficaz,395.6666666666667,168252,A
991,6,22,28,0.7857142857142857,4.0,6.0,0.0,12.25,5.5,Outbound,Eficaz,44.77777777777778,168473,C
992,8,9,17,0.5294117647058824,2.0,8.0,0.0,7.117647058823529,4.5,Mixed,Eficaz,50.42857142857143,168481,B
993,3,2,5,0.4,2.0,3.0,0.0,10.6,1.0,Mixed,Ineficaz,19.0,168481,B
994,0,14,14,1.0,8.0,0.0,,10.5,1.75,Outbound,Ineficaz,183.3,167580,B
995,86,0,86,0.0,17.0,86.0,0.0,14.372093023255815,0.0,Inbound,Eficaz,597.1176470588235,167078,B
996,13,0,13,0.0,9.0,13.0,0.0,21.0,0.0,Inbound,Eficaz,185.0,167078,B
997,1,0,1,0.0,1.0,1.0,0.0,9.0,0.0,Inbound,Eficaz,99.0,167521,B
998,0,18,18,1.0,3.0,0.0,,12.333333333333334,6.0,Outbound,Eficaz,70.0,167188,C
999,3,16,19,0.8421052631578947,5.0,3.0,0.3333333333333333,17.157894736842106,3.2,Outbound,Ineficaz,566.7777777777778,168606,C
1000,22,0,22,0.0,10.0,22.0,0.0,7.136363636363637,0.0,Inbound,Eficaz,419.7,168598,C
1001,13,295,308,0.9577922077922078,12.0,13.0,0.07692307692307693,11.49025974025974,24.583333333333332,Outbound,Eficaz,665.5135135135135,168336,C
1002,9,457,466,0.98068669527897,13.0,9.0,0.0,9.025751072961373,35.15384615384615,Outbound,Eficaz,897.4285714285714,168336,C
1003,22,284,306,0.9281045751633987,13.0,22.0,0.0,13.169934640522875,21.846153846153847,Outbound,Eficaz,622.5555555555555,168091,B
1004,15,147,162,0.9074074074074074,14.0,15.0,0.0,12.61111111111111,10.5,Outbound,Eficaz,254.86,168091,B
1005,23,138,161,0.8571428571428571,13.0,23.0,0.043478260869565216,12.881987577639752,10.615384615384615,Outbound,Eficaz,328.59090909090907,168091,B
1006,0,81,81,1.0,12.0,0.0,,5.135802469135802,6.75,Outbound,Eficaz,548.75,168091,B
1007,0,64,64,1.0,13.0,0.0,,5.75,4.923076923076923,Outbound,Eficaz,118.05,168091,B
1008,27,423,450,0.94,13.0,27.0,0.037037037037037035,15.746666666666666,32.53846153846154,Outbound,Eficaz,778.8235294117648,168091,B
1009,2,24,26,0.9230769230769231,10.0,2.0,0.0,7.615384615384615,2.4,Outbound,Ineficaz,61.92857142857143,168091,B
1010,10,842,852,0.9882629107981221,11.0,10.0,0.0,19.491784037558684,76.54545454545455,Outbound,Eficaz,1071.942857142857,168091,B
1011,0,1,1,1.0,1.0,0.0,,0.0,1.0,Outbound,Ineficaz,0.0,168091,B
1012,103,112,215,0.5209302325581395,14.0,103.0,0.02912621359223301,28.869767441860464,8.0,Mixed,Eficaz,328.0566037735849,168091,B
1013,7,516,523,0.9866156787762906,13.0,7.0,0.0,15.334608030592735,39.69230769230769,Outbound,Eficaz,1151.3170731707316,168091,B
1014,3,13,16,0.8125,8.0,3.0,0.0,17.8125,1.625,Outbound,Ineficaz,181.58333333333334,168091,B
1015,0,28,28,1.0,9.0,0.0,,8.607142857142858,3.111111111111111,Outbound,Ineficaz,111.6923076923077,168091,B
1016,7,302,309,0.9773462783171522,10.0,7.0,0.0,17.95145631067961,30.2,Outbound,Eficaz,1355.344827586207,168091,B
1017,0,138,138,1.0,4.0,0.0,,14.521739130434783,34.5,Outbound,Eficaz,236.85714285714286,168091,B
1018,10,11,21,0.5238095238095238,10.0,10.0,0.1,9.19047619047619,1.1,Mixed,Ineficaz,153.84615384615384,168180,B
1019,0,49,49,1.0,14.0,0.0,,5.204081632653061,3.5,Outbound,Eficaz,98.31818181818181,168091,B
1020,0,14,14,1.0,4.0,0.0,,20.142857142857142,3.5,Outbound,Eficaz,150.83333333333334,168603,B
1021,56,145,201,0.7213930348258707,12.0,56.0,0.125,8.691542288557214,12.083333333333334,Outbound,Eficaz,397.7,166487,C
1022,0,9,9,1.0,1.0,0.0,,6.555555555555555,9.0,Outbound,Eficaz,99.5,168481,B
1023,1,296,297,0.9966329966329966,7.0,1.0,0.0,13.710437710437711,42.285714285714285,Outbound,Eficaz,702.9333333333333,166680,B
1024,2,170,172,0.9883720930232558,5.0,2.0,0.0,11.982558139534884,34.0,Outbound,Eficaz,488.09090909090907,166680,B
1025,50,58,108,0.5370370370370371,10.0,50.0,0.02,16.666666666666668,5.8,Mixed,Eficaz,260.39285714285717,168295,A
1026,33,79,112,0.7053571428571429,10.0,33.0,0.0,18.892857142857142,7.9,Outbound,Eficaz,510.44,168295,A
1027,0,1,1,1.0,1.0,0.0,,3.0,1.0,Outbound,Ineficaz,125.0,167580,B
1028,0,3,3,1.0,2.0,0.0,,16.333333333333332,1.5,Outbound,Ineficaz,50.0,167580,B
1029,0,219,219,1.0,8.0,0.0,,14.54337899543379,27.375,Outbound,Eficaz,823.7,167580,B
1030,0,2,2,1.0,1.0,0.0,,0.0,2.0,Outbound,Ineficaz,0.0,167580,B
1031,6,0,6,0.0,3.0,6.0,0.0,16.833333333333332,0.0,Inbound,Eficaz,492.0,168562,B
1032,0,14,14,1.0,7.0,0.0,,13.857142857142858,2.0,Outbound,Ineficaz,135.75,166407,A
1033,23,904,927,0.9751887810140237,8.0,23.0,0.0,20.207119741100325,113.0,Outbound,Eficaz,1685.8636363636363,168252,A
1034,3,11,14,0.7857142857142857,2.0,3.0,0.0,11.214285714285714,5.5,Outbound,Eficaz,114.4,167436,B
1035,79,0,79,0.0,15.0,79.0,0.0,10.962025316455696,0.0,Inbound,Eficaz,184.0,167521,B
1036,15,0,15,0.0,8.0,15.0,0.0,13.6,0.0,Inbound,Eficaz,75.25,168583,B
1037,4,0,4,0.0,4.0,4.0,0.0,17.25,0.0,Inbound,Eficaz,70.75,167188,C
1038,38,94,132,0.7121212121212122,11.0,38.0,0.0,18.21969696969697,8.545454545454545,Outbound,Eficaz,238.57142857142858,167521,B
1039,331,320,651,0.4915514592933948,14.0,331.0,0.0,11.589861751152073,22.857142857142858,Mixed,Eficaz,724.6111111111111,167016,C
1040,223,399,622,0.6414790996784566,12.0,223.0,0.0,14.194533762057878,33.25,Mixed,Eficaz,740.195652173913,167016,C
1041,0,2,2,1.0,1.0,0.0,,21.5,2.0,Outbound,Ineficaz,0.0,167016,C
1042,0,1,1,1.0,1.0,0.0,,14.0,1.0,Outbound,Ineficaz,25.0,167078,B
1043,15,131,146,0.8972602739726028,8.0,15.0,0.13333333333333333,11.17123287671233,16.375,Outbound,Eficaz,364.28,167545,C
1044,2,0,2,0.0,1.0,2.0,0.0,21.0,0.0,Inbound,Eficaz,13.0,168090,C
1045,43,814,857,0.9498249708284714,6.0,43.0,0.06976744186046512,22.63710618436406,135.66666666666666,Outbound,Eficaz,2485.2272727272725,168252,A
1046,6,9,15,0.6,2.0,6.0,0.0,17.733333333333334,4.5,Mixed,Eficaz,28.333333333333332,167646,C
1047,0,296,296,1.0,8.0,0.0,,7.04054054054054,37.0,Outbound,Eficaz,1481.1764705882354,167188,C
1048,0,37,37,1.0,3.0,0.0,,11.0,12.333333333333334,Outbound,Eficaz,229.375,168019,C
1049,0,28,28,1.0,6.0,0.0,,18.392857142857142,4.666666666666667,Outbound,Eficaz,141.625,166688,C
1050,0,475,475,1.0,7.0,0.0,,19.44421052631579,67.85714285714286,Outbound,Eficaz,2806.1428571428573,168361,A
1051,0,807,807,1.0,9.0,0.0,,24.479553903345725,89.66666666666667,Outbound,Eficaz,3841.222222222222,168361,A
1052,0,681,681,1.0,5.0,0.0,,23.380323054331864,136.2,Outbound,Eficaz,4020.0,168361,A
1053,0,1277,1277,1.0,6.0,0.0,,19.631166797180892,212.83333333333334,Outbound,Eficaz,6053.923076923077,168361,A
1054,4,0,4,0.0,1.0,4.0,0.0,12.75,0.0,Inbound,Eficaz,107.5,167412,C
1055,3,34,37,0.918918918918919,8.0,3.0,0.0,13.837837837837839,4.25,Outbound,Eficaz,373.0,168336,C
1056,2,1,3,0.3333333333333333,1.0,2.0,0.0,14.333333333333334,1.0,Mixed,Ineficaz,177.0,168252,A
1057,0,3,3,1.0,3.0,0.0,,4.0,1.0,Outbound,Ineficaz,5.0,168336,C
1058,1,52,53,0.9811320754716981,5.0,1.0,0.0,19.30188679245283,10.4,Outbound,Eficaz,96.14285714285714,167275,B
1059,4,91,95,0.9578947368421052,6.0,4.0,0.0,15.305263157894737,15.166666666666666,Outbound,Eficaz,925.1428571428571,168021,B
1060,1,0,1,0.0,1.0,1.0,0.0,13.0,0.0,Inbound,Eficaz,114.0,167949,A
1061,13,213,226,0.9424778761061947,7.0,13.0,0.0,18.47787610619469,30.428571428571427,Outbound,Eficaz,638.6315789473684,168000,B
1062,2,0,2,0.0,2.0,2.0,0.0,19.0,0.0,Inbound,Eficaz,27.0,168377,B
1063,5,0,5,0.0,1.0,5.0,0.0,1.0,0.0,Inbound,Eficaz,33.0,168459,A
1064,0,1,1,1.0,1.0,0.0,,17.0,1.0,Outbound,Ineficaz,0.0,168336,C
1065,0,5,5,1.0,2.0,0.0,,9.6,2.5,Outbound,Ineficaz,70.5,168336,C
1066,154,228,382,0.5968586387434555,7.0,154.0,0.006493506493506494,14.63089005235602,32.57142857142857,Mixed,Eficaz,453.8666666666667,167829,C
1067,0,1,1,1.0,1.0,0.0,,4.0,1.0,Outbound,Ineficaz,0.0,168336,C
1068,0,8,8,1.0,3.0,0.0,,14.125,2.6666666666666665,Outbound,Ineficaz,246.6,168336,C
1069,3,2,5,0.4,3.0,3.0,0.0,21.8,0.6666666666666666,Mixed,Ineficaz,146.33333333333334,168155,C
1070,84,12,96,0.125,5.0,84.0,0.0,9.0,2.4,Inbound,Eficaz,758.8,167958,C
1071,1,7,8,0.875,2.0,1.0,0.0,8.375,3.5,Outbound,Eficaz,50.0,168336,C
1072,0,54,54,1.0,5.0,0.0,,12.685185185185185,10.8,Outbound,Eficaz,208.25,168336,C
1073,0,19,19,1.0,2.0,0.0,,13.68421052631579,9.5,Outbound,Eficaz,3911.5,166520,C
1074,1,1,2,0.5,1.0,1.0,0.0,26.5,1.0,Mixed,Ineficaz,10.0,168225,B
1075,0,10,10,1.0,1.0,0.0,,11.0,10.0,Outbound,Eficaz,368.6666666666667,168225,B
1076,2,2,4,0.5,1.0,2.0,0.0,24.25,2.0,Mixed,Ineficaz,49.333333333333336,168225,B
1077,0,1,1,1.0,1.0,0.0,,8.0,1.0,Outbound,Ineficaz,0.0,168225,B
1078,1,5,6,0.8333333333333334,1.0,1.0,0.0,16.833333333333332,5.0,Outbound,Eficaz,48.333333333333336,168225,B
1079,3,9,12,0.75,1.0,3.0,0.0,26.25,9.0,Outbound,Eficaz,45.8,168225,B
1080,0,1,1,1.0,1.0,0.0,,11.0,1.0,Outbound,Ineficaz,0.0,168225,B
1081,0,7,7,1.0,2.0,0.0,,6.0,3.5,Outbound,Eficaz,25.0,168105,B
1082,0,6,6,1.0,2.0,0.0,,9.333333333333334,3.0,Outbound,Ineficaz,75.0,168105,B
1083,3,0,3,0.0,2.0,3.0,0.0,8.666666666666666,0.0,Inbound,Eficaz,73.0,168054,C
1084,76,0,76,0.0,4.0,76.0,0.0,17.789473684210527,0.0,Inbound,Eficaz,2653.0,168054,C
1085,6,0,6,0.0,2.0,6.0,0.0,14.0,0.0,Inbound,Eficaz,371.5,167908,B
1086,0,6,6,1.0,1.0,0.0,,7.5,6.0,Outbound,Eficaz,100.0,166680,B
1087,0,77,77,1.0,2.0,0.0,,19.454545454545453,38.5,Outbound,Eficaz,944.25,166680,B
1088,1,60,61,0.9836065573770492,2.0,1.0,0.0,17.21311475409836,30.0,Outbound,Eficaz,699.6,166680,B
1089,1,50,51,0.9803921568627451,2.0,1.0,0.0,12.156862745098039,25.0,Outbound,Eficaz,174.0,166940,C
1090,0,3,3,1.0,1.0,0.0,,6.666666666666667,3.0,Outbound,Ineficaz,2.5,167923,C
1091,2,0,2,0.0,1.0,2.0,0.0,44.0,0.0,Inbound,Eficaz,17.0,168579,B
