index,Llamadas_Inbound,Llamadas_Outbound,Total_Llamadas,outbound_share,days_active,inbound_total,missed_rate,Tiempo_Espera_Promedio,Promedio_Outbound_Diario,Rol_Operador,Indicador_Ineficiencia,Duracion_Llamada_Promedio,user_id,Plan_Tarifario
0,58,872,930,0.9376344086021505,50.0,58.0,0.0,13.198924731182796,17.44,Outbound,Eficaz,545.8290598290598,166406,B
1,104,7209,7313,0.9857787501709285,84.0,104.0,0.0,14.207165322029264,85.82142857142857,Outbound,Eficaz,1133.8810572687225,166406,B
2,7,38,45,0.8444444444444444,14.0,7.0,0.0,6.222222222222222,2.7142857142857144,Outbound,Ineficaz,112.25,166377,B
3,8,189,197,0.9593908629441624,42.0,8.0,0.0,19.17766497461929,4.5,Outbound,Eficaz,216.38571428571427,166377,B
4,24,2208,2232,0.989247311827957,77.0,24.0,0.0,9.946236559139784,28.675324675324674,Outbound,Eficaz,842.4505494505495,166377,B
5,63,2497,2560,0.975390625,78.0,63.0,0.0,16.584375,32.01282051282051,Outbound,Eficaz,726.7524752475248,166377,B
6,0,47,47,1.0,7.0,0.0,,12.085106382978724,6.714285714285714,Outbound,Eficaz,320.6666666666667,166406,B
7,0,20,20,1.0,5.0,0.0,,3.9,4.0,Outbound,Eficaz,58.125,166377,B
8,3,0,3,0.0,3.0,3.0,0.0,31.666666666666668,0.0,Inbound,Eficaz,64.0,166391,C
9,3,1,4,0.25,1.0,3.0,0.0,20.75,1.0,Inbound,Eficaz,22.666666666666668,166391,C
10,99,0,99,0.0,40.0,99.0,0.030303030303030304,16.07070707070707,0.0,Inbound,Eficaz,142.02325581395348,166428,B
11,613,661,1274,0.5188383045525903,61.0,613.0,0.0065252854812398045,15.53061224489796,10.836065573770492,Mixed,Eficaz,1407.2987012987012,166405,B
12,766,2884,3650,0.7901369863013699,80.0,766.0,0.007832898172323759,17.7213698630137,36.05,Outbound,Eficaz,1635.7901785714287,166405,B
13,15,43,58,0.7413793103448276,4.0,15.0,0.0,24.379310344827587,10.75,Outbound,Eficaz,646.6666666666666,166405,B
14,171,1417,1588,0.8923173803526449,22.0,171.0,0.011695906432748537,23.079974811083122,64.4090909090909,Outbound,Eficaz,2104.253968253968,166405,B
15,0,2,2,1.0,1.0,0.0,,7.5,2.0,Outbound,Ineficaz,0.0,166507,C
16,0,1,1,1.0,1.0,0.0,,10.0,1.0,Outbound,Ineficaz,70.0,166507,C
17,6,632,638,0.9905956112852664,16.0,6.0,0.0,17.0423197492163,39.5,Outbound,Eficaz,599.1388888888889,166495,B
18,77,2030,2107,0.9634551495016611,57.0,77.0,0.0,13.401044138585666,35.6140350877193,Outbound,Eficaz,937.1140939597316,166495,B
19,1,0,1,0.0,1.0,1.0,0.0,6.0,0.0,Inbound,Eficaz,5.0,166481,A
20,0,4,4,1.0,1.0,0.0,,18.25,4.0,Outbound,Eficaz,71.33333333333333,166503,B
21,0,3,3,1.0,1.0,0.0,,23.666666666666668,3.0,Outbound,Ineficaz,4.0,166503,B
22,35,25,60,0.4166666666666667,12.0,35.0,0.11428571428571428,25.6,2.0833333333333335,Mixed,Ineficaz,87.04,166503,B
23,18,748,766,0.9765013054830287,62.0,18.0,0.0,20.31462140992167,12.064516129032258,Outbound,Eficaz,405.3185840707965,166503,B
24,22,2270,2292,0.9904013961605584,38.0,22.0,0.0,15.851221640488657,59.73684210526316,Outbound,Eficaz,582.9764705882353,166533,B
25,2,0,2,0.0,2.0,2.0,0.0,9.5,0.0,Inbound,Eficaz,25.0,166536,B
26,12,1847,1859,0.9935449166218397,40.0,12.0,0.0,21.205486820871435,46.175,Outbound,Eficaz,496.1829268292683,166520,C
27,0,3,3,1.0,3.0,0.0,,17.0,1.0,Outbound,Ineficaz,0.0,166520,C
28,992,58437,59429,0.9833078126840431,97.0,992.0,0.020161290322580645,23.040670379780916,602.4432989690722,Outbound,Eficaz,15420.328621908127,166582,A
29,1244,58977,60221,0.9793427541887382,80.0,1244.0,0.02090032154340836,23.961774131947326,737.2125,Outbound,Eficaz,13204.703557312252,166582,A
30,1,49,50,0.98,9.0,1.0,0.0,22.04,5.444444444444445,Outbound,Eficaz,348.0,166609,A
31,11,0,11,0.0,9.0,11.0,0.0,15.272727272727273,0.0,Inbound,Eficaz,18.444444444444443,166399,C
32,2,0,2,0.0,1.0,2.0,0.0,29.0,0.0,Inbound,Eficaz,72.0,166392,C
33,431,896,1327,0.6752072343632253,70.0,431.0,0.0069605568445475635,19.0723436322532,12.8,Mixed,Eficaz,448.77153558052436,166485,B
34,52,256,308,0.8311688311688312,42.0,52.0,0.0,11.4512987012987,6.095238095238095,Outbound,Eficaz,291.1313131313131,166485,B
35,0,8,8,1.0,5.0,0.0,,2.5,1.6,Outbound,Ineficaz,5.166666666666667,166485,B
36,28,2327,2355,0.9881104033970276,49.0,28.0,0.0,14.415711252653928,47.48979591836735,Outbound,Eficaz,1512.0267857142858,166485,B
37,18,0,18,0.0,11.0,18.0,0.0,16.72222222222222,0.0,Inbound,Eficaz,202.36363636363637,166649,C
38,16,121,137,0.8832116788321168,37.0,16.0,0.0,12.423357664233576,3.27027027027027,Outbound,Ineficaz,165.51724137931035,166660,B
39,0,47,47,1.0,3.0,0.0,,14.46808510638298,15.666666666666666,Outbound,Eficaz,161.83333333333334,166609,A
40,9,6,15,0.4,12.0,9.0,0.1111111111111111,21.866666666666667,0.5,Mixed,Ineficaz,56.92307692307692,166669,C
41,6,0,6,0.0,5.0,6.0,0.0,15.666666666666666,0.0,Inbound,Eficaz,231.6,166671,C
42,12,188,200,0.94,54.0,12.0,0.16666666666666666,10.535,3.4814814814814814,Outbound,Eficaz,117.90588235294118,166407,A
43,61,315,376,0.8377659574468085,53.0,61.0,0.03278688524590164,13.132978723404255,5.943396226415095,Outbound,Eficaz,134.8955223880597,166407,A
44,2,52,54,0.9629629629629629,23.0,2.0,0.0,11.185185185185185,2.260869565217391,Outbound,Ineficaz,39.935483870967744,166407,A
45,1,5,6,0.8333333333333334,5.0,1.0,0.0,16.833333333333332,1.0,Outbound,Ineficaz,152.66666666666666,166407,A
46,3,14,17,0.8235294117647058,10.0,3.0,0.0,14.117647058823529,1.4,Outbound,Ineficaz,130.73333333333332,166407,A
47,20,52,72,0.7222222222222222,17.0,20.0,0.05,21.208333333333332,3.0588235294117645,Outbound,Ineficaz,200.80645161290323,166678,B
48,439,1015,1454,0.6980742778541953,87.0,439.0,0.0,14.188445667125173,11.666666666666666,Mixed,Eficaz,312.88429752066116,166691,C
49,4,0,4,0.0,3.0,4.0,0.0,14.5,0.0,Inbound,Eficaz,14.666666666666666,166585,C
50,2,0,2,0.0,2.0,2.0,0.0,13.5,0.0,Inbound,Eficaz,25.0,166666,C
51,480,1207,1687,0.7154712507409603,72.0,480.0,0.004166666666666667,14.751037344398341,16.76388888888889,Outbound,Eficaz,548.2964824120603,166725,A
52,3,3,6,0.5,4.0,3.0,0.0,20.666666666666668,0.75,Mixed,Ineficaz,14.2,166688,C
